Date,0
2011-01-28,100.0
2011-01-31,100.39391812583744
2011-02-01,101.34637182706683
2011-02-02,101.1598273815366
2011-02-03,101.15538529676536
2011-02-04,101.20718056135769
2011-02-07,101.54552313155544
2011-02-08,101.69824347725462
2011-02-09,101.63767906237413
2011-02-10,101.5027678036173
2011-02-11,101.99038296499381
2011-02-14,102.16775082064265
2011-02-15,102.04324873848225
2011-02-16,102.46867993497524
2011-02-17,102.69978357979727
2011-02-18,102.80266118906857
2011-02-22,101.57058745719775
2011-02-23,101.19900382925371
2011-02-24,101.2984188384587
2011-02-25,102.08644101633743
2011-02-28,102.45194116565958
2011-03-01,101.49870563410965
2011-03-02,101.60966751551561
2011-03-03,102.50057237921033
2011-03-04,102.23532729581466
2011-03-07,101.66548284473507
2011-03-08,102.0774426786417
2011-03-09,102.00572423332953
2011-03-10,101.05129613833194
2011-03-11,101.42144880586356
2011-03-14,101.08257974887536
2011-03-15,100.35239430513613
2011-03-16,99.33323058743859
2011-03-17,100.08276657983458
2011-03-18,100.2814283164933
2011-03-21,101.15525658739733
2011-03-22,100.95322988820186
2011-03-23,101.14428788440667
2011-03-24,101.75573169270446
2011-03-25,101.80347660284863
2011-03-28,101.5875423245266
2011-03-29,101.97376722338404
2011-03-30,102.4849316389575
2011-03-31,102.39590694278633
2011-04-01,102.69583499512619
2011-04-04,102.7862571437914
2011-04-05,102.6309804805925
2011-04-06,102.76231670110549
2011-04-07,102.62380708189312
2011-04-08,102.44334421900243
2011-04-11,102.23851709137767
2011-04-12,101.91847533880124
2011-04-13,102.11785724281935
2011-04-14,102.09961930866264
2011-04-15,102.38927804041343
2011-04-18,101.75225179037781
2011-04-19,102.18674693798633
2011-04-20,103.11822850741876
2011-04-21,103.47115325984157
2011-04-25,103.49943269334413
2011-04-26,104.10646863655897
2011-04-27,104.49755784801272
2011-04-28,104.70703048282519
2011-04-29,104.88353109616385
2011-05-02,104.79235959888516
2011-05-03,104.55755449339023
2011-05-04,104.22744745787541
2011-05-05,103.71965641417526
2011-05-06,103.99713262494566
2011-05-09,104.2894233580102
2011-05-10,104.72383010877684
2011-05-11,104.09110163704513
2011-05-12,104.3532566400824
2011-05-13,103.81765653246713
2011-05-16,103.37692190471012
2011-05-17,103.4711658908233
2011-05-18,103.92643199217343
2011-05-19,104.06154375493291
2011-05-20,103.58649207821287
2011-05-23,102.8090164096489
2011-05-24,102.77477480988169
2011-05-25,103.00930929969368
2011-05-26,103.41170585053565
2011-05-27,103.70438710703172
2011-05-31,104.46624589595041
2011-06-01,103.27704875920554
2011-06-02,103.14735049064906
2011-06-03,102.59280015389733
2011-06-06,101.95545053112124
2011-06-07,102.00909979939352
2011-06-08,101.73796321961049
2011-06-09,102.04527017275197
2011-06-10,101.18771149561297
2011-06-13,101.18775187791958
2011-06-14,101.80724365092169
2011-06-15,100.85613714617097
2011-06-16,100.8919894751892
2011-06-17,101.03773227492486
2011-06-20,101.24917407564286
2011-06-21,102.20494630270468
2011-06-22,101.7704296525852
2011-06-23,101.8498789381106
2011-06-24,101.18091607254729
2011-06-27,101.68400264923535
2011-06-28,102.31113597300362
2011-06-29,102.73587146291689
2011-06-30,103.3302429987638
2011-07-01,104.21889239678907
2011-07-05,104.33117130916236
2011-07-06,104.43314617402584
2011-07-07,105.04703122186851
2011-07-08,104.83429369293145
2011-07-11,103.77487030804788
2011-07-12,103.49619227731817
2011-07-13,103.83150505856712
2011-07-14,103.20337733090219
2011-07-15,103.72026905583857
2011-07-18,103.19740359238472
2011-07-19,104.36033519441992
2011-07-20,104.23754086284582
2011-07-21,104.94650494992408
2011-07-22,105.21433104902628
2011-07-25,104.82282338093172
2011-07-26,104.79398262198697
2011-07-27,103.39959282951412
2011-07-28,103.36305742282106
2011-07-29,103.29081403397923
2011-08-01,103.10269312791208
2011-08-02,101.73056082995794
2011-08-03,102.06372352494171
2011-08-04,99.42355678146308
2011-08-05,99.06437024433077
2011-08-08,95.64780078065215
2011-08-09,98.33280374437567
2011-08-10,96.26817511065906
2011-08-11,98.22881993707769
2011-08-12,98.78270356744572
2011-08-15,99.81906575975245
2011-08-16,99.4192539873587
2011-08-17,99.49630061785243
2011-08-18,97.01335777935552
2011-08-19,96.15873172457266
2011-08-22,96.19487228148154
2011-08-23,97.89378783066596
2011-08-24,98.25285387923452
2011-08-25,97.50646266069882
2011-08-26,98.47803179956715
2011-08-29,99.92120211435416
2011-08-30,100.26746819186909
2011-08-31,100.46555273153257
2011-09-01,100.04881044999783
2011-09-02,98.70413300092197
2011-09-06,98.25021935687269
2011-09-07,99.78527789255646
2011-09-08,99.27464461729488
2011-09-09,97.79731409639808
2011-09-12,98.06001098713213
2011-09-13,98.58291796070117
2011-09-14,99.39983070851709
2011-09-15,100.3132873814865
2011-09-16,100.66645977410379
2011-09-19,100.2434737767322
2011-09-20,100.20244536230096
2011-09-21,98.67006104431638
2011-09-22,96.80819111349322
2011-09-23,97.0734060440482
2011-09-26,98.11100028588788
2011-09-27,98.76124288506362
2011-09-28,97.59313686447108
2011-09-29,97.86150263877497
2011-09-30,96.4673947359662
2011-10-03,95.04669143623634
2011-10-04,96.10242616468852
2011-10-05,97.13363378501768
2011-10-06,98.2092787792478
2011-10-07,97.71548286339875
2011-10-10,99.61121711235437
2011-10-11,99.73162019683477
2011-10-12,100.28490193512103
2011-10-13,100.34072201319802
2011-10-14,101.34329476488776
2011-10-17,100.24024375316944
2011-10-18,101.36350428701259
2011-10-19,100.52635088617525
2011-10-20,100.63602327154824
2011-10-21,101.72040743831435
